Title,Plan Number,Plan,Plan Version,Amount,Effective,Ended,Per,Comment,Rate Type,Dwelling,1 BR Unit,2 BR Unit,3 BR Unit,4+BR Unit,Trips,Work in progress,Strikeout,Applies to,AppliesTo,1ET,BaseRate,BaseRateDate,1ETBaseRate,BaseRateDwelling,CombinedForLookup,ChargeControl,ChargeMultiplier,Overrides,Autotext
"Cycleways","22","Contribution Plan No 22 - Cycleways","3","186.08","23/12/2009 12:00 AM","30/06/2011 12:00 AM","Person","Proposes to levy on residential and tourist development shirewide including rural areas, an increase of around 26.7% per ET which equates to the IPD increase from Mar 05-Mar 09","Base rate","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","447",,,,,"2009-22-Cycleways",,,,
"Cycleways","22","Contribution Plan No 22 - Cycleways","3.0.1","188.01","1/07/2011 12:00 AM","30/06/2012 12:00 AM","Person","Proposes to levy on residential and tourist development shirewide including rural areas, an increase of around 26.7% per ET which equates to the IPD increase from Mar 05-Mar 09","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","451",,,,,"2011-22-Cycleways",,,,
"Cycleways","22","Contribution Plan No 22 - Cycleways","3.0.2","191.78","1/07/2012 12:00 AM","30/06/2013 12:00 AM","Person","Proposes to levy on residential and tourist development shirewide including rural areas, an increase of around 26.7% per ET which equates to the IPD increase from Mar 05-Mar 09","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","460",,,,,"2012-22-Cycleways",,,,
"Cycleways","22","Contribution Plan No 22 - Cycleways","3.0.3","196.95","1/07/2013 12:00 AM","30/06/2014 12:00 AM","Person","levy on residential and tourist development shirewide including rural areas","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","473",,,,,"2013-22-Cycleways",,,,
"Cycleways","22","Contribution Plan No 22 - Cycleways","3.0.4","199.12","1/07/2014 12:00 AM","30/06/2015 12:00 AM","Person","levy on residential and tourist development shirewide including rural areas","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","478",,,,,"2014-22-Cycleways",,,,
"Cycleways","22","Contribution Plan No 22 - Cycleways","3.0.5","200.01","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Person","levy on residential and tourist development shirewide including rural areas","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","480",,,,,"2015-22-Cycleways",,,,
"Cycleways","22","Contribution Plan No 22 - Cycleways","3.0.6","202","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Person","levy on residential and tourist development shirewide including rural areas","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","485",,,,,"2016-22-Cycleways",,,,
"Cycleways","22","Contribution Plan No 22 - Cycleways","3.0.8","219.25","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential"",""Tourist""]",,"526",,,,,"2018-22-Cycleways",,,,
"Cycleways","22","Contribution Plan No 22 - Cycleways","3.0.9","231.41","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential"",""Tourist""]",,"555",,,,,"2019-22-Cycleways",,,,
"Cycleways","22","Contribution Plan No 22 - Cycleways","3.0.10","236.61","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential"",""Tourist""]",,"568","186.08","40,170","447","2.4","2020-22-Cycleways","Shirewid22","ET",,"cycleways"
"Tweed Heads","23","Contribution Plan No 23 - Offsite Parking","2","24,570","18/08/2009 12:00 AM","2/09/2009 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Base rate",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2009-23-Tweed Heads",,,,
"Murwillumbah","23","Contribution Plan No 23 - Offsite Parking","2","15,907","18/08/2009 12:00 AM","2/09/2009 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Base rate",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2009-23-Murwillumbah",,,,
"Kingscliff","23","Contribution Plan No 23 - Offsite Parking","2","27,657","18/08/2009 12:00 AM","2/09/2009 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Base rate",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2009-23-Kingscliff",,,,
"Bogangar","23","Contribution Plan No 23 - Offsite Parking","2","27,657","18/08/2009 12:00 AM","2/09/2009 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Base rate",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2009-23-Bogangar",,,,
"Pottsville","23","Contribution Plan No 23 - Offsite Parking","2","19,750","18/08/2009 12:00 AM","2/09/2009 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Base rate",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2009-23-Pottsville",,,,
"Fingal Head","23","Contribution Plan No 23 - Offsite Parking","2","2,898","18/08/2009 12:00 AM","1/09/2009 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Base rate",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2009-23-Fingal Head",,,,
"Fingal Head","23","Contribution Plan No 23 - Offsite Parking","2.1","2,760","3/09/2009 12:00 AM","30/07/2012 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Base rate",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2009-23-Fingal Head",,,,
"Bogangar","23","Contribution Plan No 23 - Offsite Parking","2.1","26,340","3/09/2009 12:00 AM","1/06/2012 12:00 AM","Space",,"Base rate",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2009-23-Bogangar",,,,
"Tweed Heads","23","Contribution Plan No 23 - Offsite Parking","2.1","23,400","3/09/2009 12:00 AM","30/06/2011 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Base rate",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2009-23-Tweed Heads",,,,
"Murwillumbah","23","Contribution Plan No 23 - Offsite Parking","2.1","15,150","3/09/2009 12:00 AM","30/06/2012 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Base rate",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2009-23-Murwillumbah",,,,
"Kingscliff","23","Contribution Plan No 23 - Offsite Parking","2.1","26,340","3/09/2009 12:00 AM","30/06/2012 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Base rate",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2009-23-Kingscliff",,,,
"Pottsville","23","Contribution Plan No 23 - Offsite Parking","2.1","19,750","3/09/2009 12:00 AM","30/06/2011 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Base rate",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2009-23-Pottsville",,,,
"Pottsville","23","Contribution Plan No 23 - Offsite Parking","2.1.1","21,216","1/07/2011 12:00 AM","30/06/2012 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2011-23-Pottsville",,,,
"Tweed Heads","23","Contribution Plan No 23 - Offsite Parking","2.1.1","25,323","1/07/2011 12:00 AM","30/06/2012 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2011-23-Tweed Heads",,,,
"Tweed Heads","23","Contribution Plan No 23 - Offsite Parking","2.2.1","25,344","1/07/2012 12:00 AM","30/06/2013 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2012-23-Tweed Heads",,,,
"Murwillumbah","23","Contribution Plan No 23 - Offsite Parking","2.2.1","15,941","1/07/2012 12:00 AM","30/06/2013 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2012-23-Murwillumbah",,,,
"Kingscliff","23","Contribution Plan No 23 - Offsite Parking","2.2.1","27,716","1/07/2012 12:00 AM","30/06/2013 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2012-23-Kingscliff",,,,
"Bogangar","23","Contribution Plan No 23 - Offsite Parking","2.2.1","27,716","1/07/2012 12:00 AM","30/06/2013 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2012-23-Bogangar",,,,
"Pottsville","23","Contribution Plan No 23 - Offsite Parking","2.2.1","21,223","1/07/2012 12:00 AM","30/06/2013 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2012-23-Pottsville",,,,
"Fingal Head","23","Contribution Plan No 23 - Offsite Parking","2.2.1","2,904","1/07/2012 12:00 AM","18/04/2013 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2012-23-Fingal Head",,,,
"Fingal Head","23","Contribution Plan No 23 - Offsite Parking","2.3","2,904","26/03/2013 12:00 AM","30/06/2013 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2013-23-Fingal Head",,,,
"Tweed Heads","23","Contribution Plan No 23 - Offsite Parking","2.3.1","25,789","1/07/2013 12:00 AM","30/06/2014 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2013-23-Tweed Heads",,,,
"Murwillumbah","23","Contribution Plan No 23 - Offsite Parking","2.3.1","16,373","1/07/2013 12:00 AM","30/06/2014 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2013-23-Murwillumbah",,,,
"Kingscliff","23","Contribution Plan No 23 - Offsite Parking","2.3.1","28,466","1/07/2013 12:00 AM","30/06/2014 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2013-23-Kingscliff",,,,
"Bogangar","23","Contribution Plan No 23 - Offsite Parking","2.3.1","28,466","1/07/2013 12:00 AM","30/06/2014 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2013-23-Bogangar",,,,
"Pottsville","23","Contribution Plan No 23 - Offsite Parking","2.3.1","21,301","1/07/2013 12:00 AM","30/06/2014 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2013-23-Pottsville",,,,
"Fingal Head","23","Contribution Plan No 23 - Offsite Parking","2.3.1","2,983","1/07/2013 12:00 AM","30/06/2014 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2013-23-Fingal Head",,,,
"Tweed Heads","23","Contribution Plan No 23 - Offsite Parking","2.3.2","26,019","1/07/2014 12:00 AM","30/06/2015 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2014-23-Tweed Heads",,,,
"Murwillumbah","23","Contribution Plan No 23 - Offsite Parking","2.3.2","16,603","1/07/2014 12:00 AM","30/06/2015 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2014-23-Murwillumbah",,,,
"Kingscliff","23","Contribution Plan No 23 - Offsite Parking","2.3.2","28,866","1/07/2014 12:00 AM","30/06/2015 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2014-23-Kingscliff",,,,
"Bogangar","23","Contribution Plan No 23 - Offsite Parking","2.3.2","28,866","1/07/2014 12:00 AM","30/06/2015 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2014-23-Bogangar",,,,
"Pottsville","23","Contribution Plan No 23 - Offsite Parking","2.3.2","21,343","1/07/2014 12:00 AM","30/06/2015 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2014-23-Pottsville",,,,
"Fingal Head","23","Contribution Plan No 23 - Offsite Parking","2.3.2","3,025","1/07/2014 12:00 AM","30/06/2015 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2014-23-Fingal Head",,,,
"Tweed Heads","23","Contribution Plan No 23 - Offsite Parking","2.3.3","26,044","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2015-23-Tweed Heads",,,,
"Murwillumbah","23","Contribution Plan No 23 - Offsite Parking","2.3.3","16,628","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2015-23-Murwillumbah",,,,
"Kingscliff","23","Contribution Plan No 23 - Offsite Parking","2.3.3","28,910","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2015-23-Kingscliff",,,,
"Bogangar","23","Contribution Plan No 23 - Offsite Parking","2.3.3","28,910","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2015-23-Bogangar",,,,
"Pottsville","23","Contribution Plan No 23 - Offsite Parking","2.3.3","21,348","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2015-23-Pottsville",,,,
"Fingal Head","23","Contribution Plan No 23 - Offsite Parking","2.3.3","3,029","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2015-23-Fingal Head",,,,
"Tweed Heads","23","Contribution Plan No 23 - Offsite Parking","2.3.4","26,797","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2016-23-Tweed Heads",,,,
"Murwillumbah","23","Contribution Plan No 23 - Offsite Parking","2.3.4","16,792","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2016-23-Murwillumbah",,,,
"Kingscliff","23","Contribution Plan No 23 - Offsite Parking","2.3.4","29,195","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2016-23-Kingscliff",,,,
"Bogangar","23","Contribution Plan No 23 - Offsite Parking","2.3.4","29,195","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2016-23-Bogangar",,,,
"Pottsville","23","Contribution Plan No 23 - Offsite Parking","2.3.4","22,522","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2016-23-Pottsville",,,,
"Fingal Head","23","Contribution Plan No 23 - Offsite Parking","2.3.4","3,059","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Space","Voluntary contribution in lieu of unsupplied space - only permitted in areas designated in the plan","Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2016-23-Fingal Head",,,,
"Tweed Heads","23","Contribution Plan No 23 - Offsite Parking","2.4.6","30,535","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Space",,"Indexed",,,,,,,,,"[""Commercial""]",,,,,,,"2018-23-Tweed Heads",,,,
"Murwillumbah","23","Contribution Plan No 23 - Offsite Parking","2.4.6","18,648","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Space",,"Indexed",,,,,,,,,"[""Commercial""]",,,,,,,"2018-23-Murwillumbah",,,,
"Kingscliff","23","Contribution Plan No 23 - Offsite Parking","2.4.6","32,421","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Space",,"Indexed",,,,,,,,,"[""Commercial""]",,,,,,,"2018-23-Kingscliff",,,,
"Bogangar","23","Contribution Plan No 23 - Offsite Parking","2.4.6","32,421","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Space",,"Indexed",,,,,,,,,"[""Commercial""]",,,,,,,"2018-23-Bogangar",,,,
"Pottsville","23","Contribution Plan No 23 - Offsite Parking","2.4.6","26,524","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Space",,"Indexed",,,,,,,,,"[""Commercial""]",,,,,,,"2018-23-Pottsville",,,,
"Fingal Head","23","Contribution Plan No 23 - Offsite Parking","2.4.6","3,397","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Space",,"Indexed",,,,,,,,,"[""Commercial""]",,,,,,,"2018-23-Fingal Head",,,,
"Tweed Heads","23","Contribution Plan No 23 - Offsite Parking","2.4.7","32,979","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Space",,"Indexed",,,,,,,,,"[""Commercial""]",,,,,,,"2019-23-Tweed Heads",,,,
"Murwillumbah","23","Contribution Plan No 23 - Offsite Parking","2.4.7","19,679","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Space",,"Indexed",,,,,,,,,"[""Commercial""]",,,,,,,"2019-23-Murwillumbah",,,,
"Kingscliff","23","Contribution Plan No 23 - Offsite Parking","2.4.7","34,214","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Space",,"Indexed",,,,,,,,,"[""Commercial""]",,,,,,,"2019-23-Kingscliff",,,,
"Bogangar","23","Contribution Plan No 23 - Offsite Parking","2.4.7","34,214","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Space",,"Indexed",,,,,,,,,"[""Commercial""]",,,,,,,"2019-23-Bogangar",,,,
"Pottsville","23","Contribution Plan No 23 - Offsite Parking","2.4.7","29,459","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Space",,"Indexed",,,,,,,,,"[""Commercial""]",,,,,,,"2019-23-Pottsville",,,,
"Fingal Head","23","Contribution Plan No 23 - Offsite Parking","2.4.7","3,585","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Space",,"Indexed",,,,,,,,,"[""Commercial""]",,,,,,,"2019-23-Fingal Head",,,,
"Tweed Heads","23","Contribution Plan No 23 - Offsite Parking","2.4.8","35,268","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Space",,"Indexed","1",,,,,,,,"[""Commercial""]",,"35,268","24,570","40,043","24,570","1","2020-23-Tweed Heads","TwdHeads23","Space",,"carpark1"
"Murwillumbah","23","Contribution Plan No 23 - Offsite Parking","2.4.8","20,121","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Space",,"Indexed","1",,,,,,,,"[""Commercial""]",,"20,121","15,907","40,043","15,907","1","2020-23-Murwillumbah","Murbah23","Space",,"carpark2"
"Kingscliff","23","Contribution Plan No 23 - Offsite Parking","2.4.8","34,983","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Space",,"Indexed","1",,,,,,,,"[""Commercial""]",,"34,983","27,657","40,043","27,657","1","2020-23-Kingscliff","Kcliff23","Space",,"carpark3"
"Bogangar","23","Contribution Plan No 23 - Offsite Parking","2.4.8","34,983","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Space",,"Indexed","1",,,,,,,,"[""Commercial""]",,"34,983","27,657","40,043","27,657","1","2020-23-Bogangar","Bog/Cab23","Space",,"carpark4"
"Pottsville","23","Contribution Plan No 23 - Offsite Parking","2.4.8","33,132","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Space",,"Indexed","1",,,,,,,,"[""Commercial""]",,"33,132","19,750","40,043","19,750","1","2020-23-Pottsville","Pville23","Space",,"carpark5"
"Fingal Head","23","Contribution Plan No 23 - Offsite Parking","2.4.8","3,666","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Space",,"Indexed","1",,,,,,,,"[""Commercial""]",,"3,666","2,898","40,043","2,898","1","2020-23-Fingal Head","FingalHd23","Space",,"carpark6"
"Structured open space","25","Contribution Plan No 25 - SALT Open Space and Associated Car Parking","A1","589.15","21/07/2009 12:00 AM","22/12/2009 12:00 AM","Person","Casual to be dedicated, including tourist developments","Base rate","2.6",,,,"1.7",,,,"[""Residential""]","Residential","1,532",,,,,"2009-25-Structured open space",,,,
"Structured open space","25","Contribution Plan No 25 - SALT Open Space and Associated Car Parking","A1","562.37","23/12/2009 12:00 AM","23/12/2009 12:00 AM","Person","Casual to be dedicated, including tourist developments","Base rate","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,350",,,,,"2009-25-Structured open space",,,,
"Structured open space","25","Contribution Plan No 25 - SALT Open Space and Associated Car Parking","A1","789.05","23/12/2009 12:00 AM","30/06/2011 12:00 AM","Person","Casual to be dedicated, including tourist developments","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,894",,,,,"2009-25-Structured open space",,,,
"Structured open space","25","Contribution Plan No 25 - SALT Open Space and Associated Car Parking","3.0.1","949.03","1/07/2011 12:00 AM","30/06/2012 12:00 AM","Person","Casual to be dedicated, including tourist developments","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","2,278",,,,,"2011-25-Structured open space",,,,
"Structured open space","25","Contribution Plan No 25 - SALT Open Space and Associated Car Parking","3.0.2","956.39","1/07/2012 12:00 AM","30/06/2013 12:00 AM","Person","Casual to be dedicated, including tourist developments","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","2,295",,,,,"2012-25-Structured open space",,,,
"Structured open space","25","Contribution Plan No 25 - SALT Open Space and Associated Car Parking","3.0.3","966.48","1/07/2013 12:00 AM","30/06/2014 12:00 AM","Person","Casual to be dedicated, including tourist developments","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","2,320",,,,,"2013-25-Structured open space",,,,
"Structured open space","25","Contribution Plan No 25 - SALT Open Space and Associated Car Parking","3.0.4","970.7","1/07/2014 12:00 AM","30/06/2015 12:00 AM","Person","Casual to be dedicated, including tourist developments","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","2,330",,,,,"2014-25-Structured open space",,,,
"Structured open space","25","Contribution Plan No 25 - SALT Open Space and Associated Car Parking","3.0.5","972.48","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Person","Casual to be dedicated, including tourist developments","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","2,334",,,,,"2015-25-Structured open space",,,,
"Structured open space","25","Contribution Plan No 25 - SALT Open Space and Associated Car Parking","3.0.6","1,012.67","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Person","Casual to be dedicated, including tourist developments","Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","2,430",,,,,"2016-25-Structured open space",,,,
"Structured open space","25","Contribution Plan No 25 - SALT Open Space and Associated Car Parking","3.0.8","1,182.58","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"2,838",,,,,"2018-25-Structured open space",,,,
"Structured open space","25","Contribution Plan No 25 - SALT Open Space and Associated Car Parking","3.0.9","1,294.61","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"3,107",,,,,"2019-25-Structured open space",,,,
"Structured open space","25","Contribution Plan No 25 - SALT Open Space and Associated Car Parking","3.0.10","1,419.26","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"3,406","562.37","40,170","1,350","2.4","2020-25-Structured open space","OpenSpac25","ET","5","kingsbch1"
"Casual Open Space","26","Contribution Plan No 26 - Shirewide Regional Open Space","3","329","3/05/2006 12:00 AM","22/12/2009 12:00 AM","Person",,"Base rate","2.6",,,,"1.7",,,,"[""Residential; Tourist""]","Residential; Tourist","855",,,,,"2006-26-Casual Open Space",,,,
"Structured Open Space","26","Contribution Plan No 26 - Shirewide Regional Open Space","3","895","3/05/2006 12:00 AM","22/12/2009 12:00 AM","Person",,"Base rate","2.6",,,,"1.7",,,,"[""Residential""]","Residential","2,327",,,,,"2006-26-Structured Open Space",,,,
"Casual Open Space","26","Contribution Plan No 26 - Shirewide Regional Open Space","4","430","23/12/2009 12:00 AM","30/06/2011 12:00 AM","Person",,"Base rate","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","1,032",,,,,"2009-26-Casual Open Space",,,,
"Structured Open Space","26","Contribution Plan No 26 - Shirewide Regional Open Space","4","1,508","23/12/2009 12:00 AM","30/06/2011 12:00 AM","Person",,"Base rate","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","3,619",,,,,"2009-26-Structured Open Space",,,,
"Structured Open Space","26","Contribution Plan No 26 - Shirewide Regional Open Space","4.0.1","1,523.4","1/07/2011 12:00 AM","30/06/2012 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","3,656",,,,,"2011-26-Structured Open Space",,,,
"Casual Open Space","26","Contribution Plan No 26 - Shirewide Regional Open Space","4.0.1","434.02","1/07/2011 12:00 AM","30/06/2012 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","1,042",,,,,"2011-26-Casual Open Space",,,,
"Structured Open Space","26","Contribution Plan No 26 - Shirewide Regional Open Space","4.0.2","1,554.19","1/07/2012 12:00 AM","30/06/2013 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","3,730",,,,,"2012-26-Structured Open Space",,,,
